id,NO,station,key,year,date,from_time,RH,SO2,CO,O3,PM25,NOX,WS,WD,NO2,CH4,NH3,BENZ,TOLU,TEMP,SR,AT,PM10,PRES,ETHYL,NMHC,THC
154,1.91,BTM,BTM_05_06_2017_00_00_00,2017,05/06/2017,00:00:00,72.4,3.17,0.45,33.06,11.97,11.95,1.55,236.11,16.13,,,,,,,,,,,,
155,1.9,BTM,BTM_05_06_2017_04_00_00,2017,05/06/2017,04:00:00,82.08,1.88,0.51,21.09,16.64,12.53,1.25,231.46,17.33,,,,,,,,,,,,
156,1.9,BTM,BTM_05_06_2017_08_00_00,2017,05/06/2017,08:00:00,60.82,1.84,1.06,24.25,22.21,13.12,1.69,235.47,18.55,,,,,,,,,,,,
157,1.96,BTM,BTM_05_06_2017_12_00_00,2017,05/06/2017,12:00:00,39.16,1.1,0.52,28.28,20.58,13.02,1.68,233.04,18.24,,,,,,,,,,,,
158,2.04,BTM,BTM_05_06_2017_16_00_00,2017,05/06/2017,16:00:00,57.25,3.14,0.75,20.3,18.83,14.2,1.6,234.38,20.55,,,,,,,,,,,,
159,2.05,BTM,BTM_05_06_2017_20_00_00,2017,05/06/2017,20:00:00,73.97,5.16,0.45,10.25,17.56,14.46,1.2,225.32,21.07,,,,,,,,,,,,
160,1.86,BTM,BTM_06_06_2017_00_00_00,2017,06/06/2017,00:00:00,78.99,2.89,0.84,12.95,11.1,11.99,1.46,215.91,16.29,,,,,,,,,,,,
161,2.27,BTM,BTM_06_06_2017_04_00_00,2017,06/06/2017,04:00:00,85.89,0.28,0.7,11.84,11.11,12.62,1.4,234.12,16.95,,,,,,,,,,,,
162,1.83,BTM,BTM_06_06_2017_08_00_00,2017,06/06/2017,08:00:00,76.28,0.23,0.52,11.63,18.38,14.74,2.05,243.52,22,,,,,,,,,,,,
163,1.91,BTM,BTM_06_06_2017_12_00_00,2017,06/06/2017,12:00:00,57.72,1.08,0.44,17.63,56.68,13.15,1.59,227.57,18.6,,,,,,,,,,,,
164,1.97,BTM,BTM_06_06_2017_16_00_00,2017,06/06/2017,16:00:00,61.72,5.78,0.66,16.9,25.82,15.75,1.64,216.66,23.88,,,,,,,,,,,,
165,1.81,BTM,BTM_06_06_2017_20_00_00,2017,06/06/2017,20:00:00,65.98,4.97,0.16,10.96,25.3,16.52,1.28,228.03,25.66,,,,,,,,,,,,
166,2.23,BTM,BTM_07_06_2017_08_00_00,2017,07/06/2017,08:00:00,68.93,1.28,1.11,23.51,13.58,14.9,2.17,247.49,21.68,,,,,,,,,,,,
167,1.85,BTM,BTM_07_06_2017_12_00_00,2017,07/06/2017,12:00:00,53.7,2.91,0.93,23.09,20.78,14.9,2.4,247.44,22.3,,,,,,,,,,,,
168,2.22,BTM,BTM_07_06_2017_16_00_00,2017,07/06/2017,16:00:00,76.13,5.41,0.55,8.65,36.37,18.71,0.84,271.92,29.62,,,,,,,,,,,,
169,2.05,BTM,BTM_07_06_2017_20_00_00,2017,07/06/2017,20:00:00,68.52,4.17,0.82,9.42,18.69,17.92,1.18,249.77,28.29,,,,,,,,,,,,
170,2.23,BTM,BTM_08_06_2017_00_00_00,2017,08/06/2017,00:00:00,72.06,3.06,0.65,21.35,16.96,13.52,1.81,232.23,18.86,,,,,,,,,,,,
171,2.28,BTM,BTM_08_06_2017_08_00_00,2017,08/06/2017,08:00:00,67.09,2.25,1.37,19.83,14.92,14.96,2.06,247.6,21.74,,,,,,,,,,,,
172,1.97,BTM,BTM_08_06_2017_12_00_00,2017,08/06/2017,12:00:00,58.91,4.25,0.59,19.43,25.98,14.71,1.99,251.48,21.69,,,,,,,,,,,,
173,1.89,BTM,BTM_08_06_2017_16_00_00,2017,08/06/2017,16:00:00,71.73,4.36,0.49,12.76,16.94,14.93,1.41,222.16,22.28,,,,,,,,,,,,
174,2.08,BTM,BTM_08_06_2017_20_00_00,2017,08/06/2017,20:00:00,70.12,4.18,0.83,9.02,12.24,16.31,1.48,233.97,24.8,,,,,,,,,,,,
175,2.01,BTM,BTM_09_06_2017_00_00_00,2017,09/06/2017,00:00:00,82.44,1.42,0.48,16.12,9.27,12.64,1.43,228.2,17.39,,,,,,,,,,,,
176,1.95,BTM,BTM_09_06_2017_04_00_00,2017,09/06/2017,04:00:00,90.45,1.09,0.77,11.59,15.2,13.17,1.55,231.1,18.58,,,,,,,,,,,,
177,2.13,BTM,BTM_09_06_2017_08_00_00,2017,09/06/2017,08:00:00,75.02,1.39,1.04,15.83,20.83,14.35,2.11,236.01,20.72,,,,,,,,,,,,
178,2.22,BTM,BTM_09_06_2017_12_00_00,2017,09/06/2017,12:00:00,74.09,1.46,0.42,23.46,18.41,13.32,1.73,223.85,18.47,,,,,,,,,,,,
179,1.76,BTM,BTM_09_06_2017_16_00_00,2017,09/06/2017,16:00:00,89.79,3.16,0.42,6.44,16.26,14.12,1.51,231.58,20.89,,,,,,,,,,,,
180,1.88,BTM,BTM_09_06_2017_20_00_00,2017,09/06/2017,20:00:00,80.6,4.71,0.3,10.4,11.47,13.22,1.97,228.9,18.8,,,,,,,,,,,,
181,1.79,BTM,BTM_10_06_2017_00_00_00,2017,10/06/2017,00:00:00,84.15,4,0.56,15.31,9.94,12.51,1.52,216.84,17.47,,,,,,,,,,,,
182,1.9,BTM,BTM_10_06_2017_04_00_00,2017,10/06/2017,04:00:00,91.45,2.15,0.55,10.62,12.06,12.17,1.6,200.04,16.6,,,,,,,,,,,,
183,1.74,BTM,BTM_10_06_2017_08_00_00,2017,10/06/2017,08:00:00,77.59,6.92,0.27,17.64,8.29,13.42,1.84,217.94,19.55,,,,,,,,,,,,
184,1.88,BTM,BTM_10_06_2017_12_00_00,2017,10/06/2017,12:00:00,62.14,2.99,1.74,19.91,14.47,13.28,1.79,215.12,19.04,,,,,,,,,,,,
185,2.16,BTM,BTM_10_06_2017_16_00_00,2017,10/06/2017,16:00:00,67.64,0.74,0.42,18.2,16.78,13.67,1.88,212.81,19.29,,,,,,,,,,,,
186,1.9,BTM,BTM_10_06_2017_20_00_00,2017,10/06/2017,20:00:00,80.55,0.62,0.61,16.93,10.08,12.89,1.74,208.07,18.08,,,,,,,,,,,,
187,1.89,BTM,BTM_11_06_2017_00_00_00,2017,11/06/2017,00:00:00,86.49,0.82,0.66,18.22,7.79,11.89,1.81,202.39,16.04,,,,,,,,,,,,
188,1.98,BTM,BTM_11_06_2017_04_00_00,2017,11/06/2017,04:00:00,89.25,1.26,0.53,18.17,6.13,11.95,2.07,205.25,16.04,,,,,,,,,,,,
189,2.03,BTM,BTM_11_06_2017_08_00_00,2017,11/06/2017,08:00:00,73.26,1.38,0.85,23.76,6.35,12.59,2.19,215.37,17.26,,,,,,,,,,,,
190,2.02,BTM,BTM_11_06_2017_12_00_00,2017,11/06/2017,12:00:00,61.03,2.09,0.62,26.06,8.86,12.67,2.31,208.98,17.44,,,,,,,,,,,,
191,2.03,BTM,BTM_11_06_2017_16_00_00,2017,11/06/2017,16:00:00,75.03,3.35,0.26,20.17,16.1,12.57,2.33,200.78,17.24,,,,,,,,,,,,
192,1.95,BTM,BTM_11_06_2017_20_00_00,2017,11/06/2017,20:00:00,81.09,3.53,0.44,19.47,4.48,12.32,2.38,201.96,16.84,,,,,,,,,,,,
193,1.99,BTM,BTM_12_06_2017_00_00_00,2017,12/06/2017,00:00:00,86.38,2.88,0.51,21.52,1.87,11.77,1.77,216.69,15.64,,,,,,,,,,,,
194,1.93,BTM,BTM_12_06_2017_04_00_00,2017,12/06/2017,04:00:00,93.15,2.52,0.57,17.62,5.07,12.1,1.85,206.27,16.4,,,,,,,,,,,,
195,2.03,BTM,BTM_12_06_2017_08_00_00,2017,12/06/2017,08:00:00,89.81,2.44,0.55,15.87,6.72,12.85,1.85,201.68,17.79,,,,,,,,,,,,
196,1.96,BTM,BTM_12_06_2017_12_00_00,2017,12/06/2017,12:00:00,80.22,2.88,0.76,22.72,8.59,12.57,2.17,197.19,17.33,,,,,,,,,,,,
197,2.08,BTM,BTM_12_06_2017_16_00_00,2017,12/06/2017,16:00:00,84.2,3.96,0.85,15.84,12.91,12.79,1.98,197.71,17.62,,,,,,,,,,,,
198,2.07,BTM,BTM_12_06_2017_20_00_00,2017,12/06/2017,20:00:00,90.46,3.6,0.58,12.87,4.6,12.96,1.81,186.23,17.95,,,,,,,,,,,,
199,2.02,BTM,BTM_13_06_2017_00_00_00,2017,13/06/2017,00:00:00,93.93,2.7,0.56,18.07,2.24,11.78,1.79,193.37,15.63,,,,,,,,,,,,
200,1.94,BTM,BTM_13_06_2017_04_00_00,2017,13/06/2017,04:00:00,94,1.5,0.87,16.83,2.62,12.16,1.56,193.72,16.52,,,,,,,,,,,,
201,1.79,BTM,BTM_13_06_2017_08_00_00,2017,13/06/2017,08:00:00,85.09,1.18,0.64,19.51,4.1,12.74,1.59,202.08,17.95,,,,,,,,,,,,
202,1.97,BTM,BTM_13_06_2017_12_00_00,2017,13/06/2017,12:00:00,71.04,2.31,0.89,24.7,11.56,12.54,1.73,196.04,17.29,,,,,,,,,,,,
203,1.85,BTM,BTM_13_06_2017_16_00_00,2017,13/06/2017,16:00:00,72.97,2.58,0.31,13.86,11.68,12.92,1.61,192.43,18.24,,,,,,,,,,,,
204,2.11,BTM,BTM_13_06_2017_20_00_00,2017,13/06/2017,20:00:00,91.08,2.74,0.4,8.34,5.84,12.6,1.77,193.95,17.16,,,,,,,,,,,,
205,2.04,BTM,BTM_14_06_2017_00_00_00,2017,14/06/2017,00:00:00,93.99,1.96,0.55,8.6,8.5,12.1,1.49,205.82,16.25,,,,,,,,,,,,
206,2.05,BTM,BTM_14_06_2017_04_00_00,2017,14/06/2017,04:00:00,93.79,1.26,0.65,8.76,8.67,13.19,1.46,205.87,18.53,,,,,,,,,,,,
207,1.87,BTM,BTM_14_06_2017_08_00_00,2017,14/06/2017,08:00:00,78.85,1.43,0.74,11.67,6.61,12.92,1.7,210.35,18.28,,,,,,,,,,,,
208,1.86,BTM,BTM_14_06_2017_12_00_00,2017,14/06/2017,12:00:00,60.79,2.48,0.62,18.03,19.7,12.56,1.83,211.43,17.48,,,,,,,,,,,,
209,2.18,BTM,BTM_14_06_2017_16_00_00,2017,14/06/2017,16:00:00,56.5,2.23,0.26,19.09,18.39,13.35,1.54,193.54,18.6,,,,,,,,,,,,
210,2.06,BTM,BTM_14_06_2017_20_00_00,2017,14/06/2017,20:00:00,73.16,2.97,0.5,12.35,11.97,13.28,1.69,206.27,18.63,,,,,,,,,,,,
211,1.89,BTM,BTM_15_06_2017_00_00_00,2017,15/06/2017,00:00:00,85.82,2.04,0.48,12.61,8.91,12.74,1.28,208.16,17.79,,,,,,,,,,,,
212,2.08,BTM,BTM_15_06_2017_04_00_00,2017,15/06/2017,04:00:00,92.51,1.43,0.58,10.23,9.61,12.55,1.32,207.1,17.09,,,,,,,,,,,,
213,1.9,BTM,BTM_15_06_2017_08_00_00,2017,15/06/2017,08:00:00,77.78,1.69,0.83,16.53,8.91,12.98,1.88,211,18.28,,,,,,,,,,,,
214,1.94,BTM,BTM_15_06_2017_12_00_00,2017,15/06/2017,12:00:00,64.13,2.4,0.83,23.83,13.53,12.46,1.69,201.74,17.14,,,,,,,,,,,,
215,1.98,BTM,BTM_15_06_2017_16_00_00,2017,15/06/2017,16:00:00,61.83,3.24,0.34,18.14,10.24,13.08,1.78,210.75,18.36,,,,,,,,,,,,
216,1.98,BTM,BTM_15_06_2017_20_00_00,2017,15/06/2017,20:00:00,72.16,2.78,0.48,12.47,11.41,13.51,1.59,209.89,19.22,,,,,,,,,,,,
217,1.92,BTM,BTM_16_06_2017_00_00_00,2017,16/06/2017,00:00:00,85.3,1.9,0.79,13.37,14.9,12.18,1.28,203.99,16.59,,,,,,,,,,,,
218,1.98,BTM,BTM_16_06_2017_04_00_00,2017,16/06/2017,04:00:00,94,0.95,0.83,10.3,5.29,12.2,1.67,197.79,16.55,,,,,,,,,,,,
219,2.03,BTM,BTM_16_06_2017_08_00_00,2017,16/06/2017,08:00:00,85.34,1.03,0.88,13.27,10.02,12.66,1.64,195.67,17.4,,,,,,,,,,,,
220,2.15,BTM,BTM_16_06_2017_12_00_00,2017,16/06/2017,12:00:00,75.89,2.28,0.43,18.49,17.55,13.04,1.41,216.99,18.01,,,,,,,,,,,,
221,2.26,BTM,BTM_16_06_2017_16_00_00,2017,16/06/2017,16:00:00,93.34,2.6,0.56,7.42,9.74,14.22,1.06,215.18,20.26,,,,,,,,,,,,
222,2.16,BTM,BTM_16_06_2017_20_00_00,2017,16/06/2017,20:00:00,94,2.5,0.59,4.26,7.22,13.74,1.14,207.85,19.42,,,,,,,,,,,,
223,1.82,BTM,BTM_17_06_2017_00_00_00,2017,17/06/2017,00:00:00,94,1.82,0.57,4.89,8.4,14.65,1.42,200.22,21.8,,,,,,,,,,,,
224,1.92,BTM,BTM_17_06_2017_04_00_00,2017,17/06/2017,04:00:00,94,0.94,0.81,6.37,6.22,12.98,1.47,201.95,18.24,,,,,,,,,,,,
225,2.12,BTM,BTM_17_06_2017_08_00_00,2017,17/06/2017,08:00:00,87.09,1.07,0.78,9.88,8.38,13.19,1.49,217.45,18.36,,,,,,,,,,,,
226,1.95,BTM,BTM_17_06_2017_12_00_00,2017,17/06/2017,12:00:00,72.03,2.45,0.92,17.39,121.34,13.12,1.7,206.9,18.48,,,,,,,,,,,,
227,2.12,BTM,BTM_17_06_2017_16_00_00,2017,17/06/2017,16:00:00,69.54,7.02,0.81,14.8,84.02,13.83,1.58,208.83,19.69,,,,,,,,,,,,
228,2.03,BTM,BTM_17_06_2017_20_00_00,2017,17/06/2017,20:00:00,81.66,6.84,0.77,9.07,18.54,14.09,1.39,211.93,20.33,,,,,,,,,,,,
229,2.08,BTM,BTM_18_06_2017_00_00_00,2017,18/06/2017,00:00:00,91.82,5.1,0.73,11.24,18.3,12.48,1.34,205.89,16.96,,,,,,,,,,,,
230,1.93,BTM,BTM_18_06_2017_04_00_00,2017,18/06/2017,04:00:00,93.75,3.15,0.54,10.62,9.18,12.33,1.21,216.22,16.9,,,,,,,,,,,,
231,2.05,BTM,BTM_18_06_2017_08_00_00,2017,18/06/2017,08:00:00,78.47,3.59,0.77,17.79,8.29,12.68,1.33,217.58,17.42,,,,,,,,,,,,
232,1.94,BTM,BTM_18_06_2017_12_00_00,2017,18/06/2017,12:00:00,66.25,2.28,0.78,28.95,18.67,12.35,1.53,195.96,16.93,,,,,,,,,,,,
233,2,BTM,BTM_18_06_2017_16_00_00,2017,18/06/2017,16:00:00,79.01,1.72,0.6,15.72,16.1,13.26,0.78,199.28,18.67,,,,,,,,,,,,
234,1.75,BTM,BTM_18_06_2017_20_00_00,2017,18/06/2017,20:00:00,90.12,5.29,0.46,7.95,14.51,13.9,1.06,224.39,20.43,,,,,,,,,,,,
235,2.01,BTM,BTM_19_06_2017_00_00_00,2017,19/06/2017,00:00:00,93.32,4.29,0.51,10.32,8.43,13.88,1.08,207.44,19.94,,,,,,,,,,,,
236,1.81,BTM,BTM_19_06_2017_04_00_00,2017,19/06/2017,04:00:00,94,3.57,0.57,7.6,12.52,12.39,1.14,209.77,17.21,,,,,,,,,,,,
237,5.76,BTM,BTM_19_06_2017_08_00_00,2017,19/06/2017,08:00:00,87.06,3.25,1.12,9.97,15.83,16.35,1.35,215.19,23.16,,,,,,,,,,,,
238,43.44,BTM,BTM_19_06_2017_12_00_00,2017,19/06/2017,12:00:00,70.29,5.51,0.26,14.08,2.32,15.89,1.49,219.37,20.67,,,,,,,,,,,,
239,16.71,BTM,BTM_19_06_2017_16_00_00,2017,19/06/2017,16:00:00,60.28,7.44,1.29,12.08,8.82,44.5,1.17,236.63,73.67,,,,,,,,,,,,
240,1.54,BTM,BTM_19_06_2017_20_00_00,2017,19/06/2017,20:00:00,74.93,8.44,0.45,11.05,18.71,8,1.16,236.5,25.9,,,,,,,,,,,,
241,0.17,BTM,BTM_20_06_2017_08_00_00,2017,20/06/2017,08:00:00,87.48,3.36,0.65,13.84,14.07,1.57,1.57,195.78,14.51,,,,,,,,,,,,
242,0.32,BTM,BTM_20_06_2017_16_00_00,2017,20/06/2017,16:00:00,87.13,1.69,0.22,12.22,21.69,2.51,1.39,203.53,16.92,,,,,,,,,,,,
243,0.13,BTM,BTM_20_06_2017_20_00_00,2017,20/06/2017,20:00:00,93.9,4.59,0.36,7.43,8.79,4.06,1.48,204.37,19.16,,,,,,,,,,,,
244,2.36,BTM,BTM_21_06_2017_04_00_00,2017,21/06/2017,04:00:00,93.98,3.33,0.65,8.78,9.45,3.09,1.29,204.52,12.65,,,,,,,,,,,,
245,0.1,BTM,BTM_21_06_2017_08_00_00,2017,21/06/2017,08:00:00,80.58,3.83,0.93,14.35,8.41,1.78,1.85,217.87,14.85,,,,,,,,,,,,
246,3.27,BTM,BTM_21_06_2017_12_00_00,2017,21/06/2017,12:00:00,63.53,4.15,0.59,16.75,7.3,6.92,1.66,209.32,14.49,,,,,,,,,,,,
247,4.35,BTM,BTM_21_06_2017_16_00_00,2017,21/06/2017,16:00:00,62.55,3.21,0.39,13.5,7.71,10.49,1.65,203.45,15.83,,,,,,,,,,,,
248,3.45,BTM,BTM_21_06_2017_20_00_00,2017,21/06/2017,20:00:00,78.08,4.32,0.29,9.81,13.43,9.23,1.47,199.3,13.68,,,,,,,,,,,,
249,3.27,BTM,BTM_22_06_2017_00_00_00,2017,22/06/2017,00:00:00,86.6,3.22,0.1,11.22,41.98,8.98,1.45,208.05,13.25,,,,,,,,,,,,
250,3.19,BTM,BTM_22_06_2017_04_00_00,2017,22/06/2017,04:00:00,93.66,1.53,0.19,8.12,15.13,8.87,1.33,198.36,13.06,,,,,,,,,,,,
251,3.58,BTM,BTM_22_06_2017_08_00_00,2017,22/06/2017,08:00:00,73.37,1.95,0.67,12.96,10.19,9.41,1.6,216.84,14,,,,,,,,,,,,
252,4.51,BTM,BTM_22_06_2017_12_00_00,2017,22/06/2017,12:00:00,65.7,1.12,0.35,15.5,11.79,10.72,1.56,216.28,16.23,,,,,,,,,,,,
253,4.14,BTM,BTM_22_06_2017_16_00_00,2017,22/06/2017,16:00:00,79.97,3.98,0.07,11.34,12.51,10.2,1.42,198.96,15.34,,,,,,,,,,,,
254,3.12,BTM,BTM_22_06_2017_20_00_00,2017,22/06/2017,20:00:00,81.41,7.9,0.07,10.77,22.99,8.77,1.69,201.28,12.9,,,,,,,,,,,,
255,3.11,BTM,BTM_23_06_2017_00_00_00,2017,23/06/2017,00:00:00,91.53,5.98,0.19,10.23,13.29,8.76,1.52,213.65,12.87,,,,,,,,,,,,
256,3,BTM,BTM_23_06_2017_04_00_00,2017,23/06/2017,04:00:00,94,4.02,0.08,7.5,11.13,8.6,1.38,210.69,12.61,,,,,,,,,,,,
257,3.01,BTM,BTM_23_06_2017_08_00_00,2017,23/06/2017,08:00:00,81.18,4.18,0.33,12.76,13.59,8.61,1.84,221.42,12.62,,,,,,,,,,,,
258,4.41,BTM,BTM_23_06_2017_12_00_00,2017,23/06/2017,12:00:00,63.77,2.45,0.4,19.88,15.76,10.57,1.71,215.28,15.97,,,,,,,,,,,,
259,4.4,BTM,BTM_23_06_2017_16_00_00,2017,23/06/2017,16:00:00,60.22,2.97,0.11,17.16,12.78,10.56,1.75,209.23,15.95,,,,,,,,,,,,
260,3.09,BTM,BTM_23_06_2017_20_00_00,2017,23/06/2017,20:00:00,76.28,5.8,0.14,14.76,12.02,8.73,1.77,218.94,12.81,,,,,,,,,,,,
261,3.13,BTM,BTM_24_06_2017_00_00_00,2017,24/06/2017,00:00:00,92.32,4.55,0.07,10.32,10.41,8.78,1.55,210.01,12.9,,,,,,,,,,,,
262,3,BTM,BTM_24_06_2017_04_00_00,2017,24/06/2017,04:00:00,93.99,2.78,0.18,10.02,9.69,8.61,1.5,213.29,12.61,,,,,,,,,,,,
263,3,BTM,BTM_24_06_2017_08_00_00,2017,24/06/2017,08:00:00,83.16,3.13,0.28,16.06,10.74,8.6,1.92,226.25,12.61,,,,,,,,,,,,
264,4.4,BTM,BTM_24_06_2017_12_00_00,2017,24/06/2017,12:00:00,65.38,2.28,0.74,21.42,8.98,10.55,2.25,221.01,15.95,,,,,,,,,,,,
265,4.82,BTM,BTM_24_06_2017_16_00_00,2017,24/06/2017,16:00:00,69.16,,0.03,18.01,9.85,11.14,2.4,204.53,16.97,,,,,,,,,,,,
266,2.85,BTM,BTM_24_06_2017_20_00_00,2017,24/06/2017,20:00:00,84.17,4.15,0.05,14.32,8.91,8.39,2.32,203.14,12.23,,,,,,,,,,,,
267,2.74,BTM,BTM_25_06_2017_00_00_00,2017,25/06/2017,00:00:00,92.77,2.88,0.13,13.84,5.12,8.24,1.66,210.88,11.98,,,,,,,,,,,,
268,2.92,BTM,BTM_25_06_2017_04_00_00,2017,25/06/2017,04:00:00,94,2.28,0.14,10.19,4.83,8.44,1.5,200.62,12.42,,,,,,,,,,,,
269,2.65,BTM,BTM_25_06_2017_08_00_00,2017,25/06/2017,08:00:00,86.62,2.83,0.17,15.22,9.97,8.1,2.03,199.99,11.75,,,,,,,,,,,,
270,4.82,BTM,BTM_25_06_2017_12_00_00,2017,25/06/2017,12:00:00,68.28,2.39,0.64,19.07,18.38,11.2,2.13,214.59,16.98,,,,,,,,,,,,
271,4,BTM,BTM_25_06_2017_16_00_00,2017,25/06/2017,16:00:00,78.14,2.93,0.27,14.79,14.12,10,2.1,205.59,15,,,,,,,,,,,,
272,2.69,BTM,BTM_25_06_2017_20_00_00,2017,25/06/2017,20:00:00,80.82,4.99,0.06,13.66,5.19,8.16,1.4,214.7,11.85,,,,,,,,,,,,
273,2.74,BTM,BTM_26_06_2017_00_00_00,2017,26/06/2017,00:00:00,92.65,4.74,0.23,13.11,24.26,8.22,2.12,205.26,11.97,,,,,,,,,,,,
274,2.85,BTM,BTM_26_06_2017_04_00_00,2017,26/06/2017,04:00:00,94,2.53,0.28,14.13,13,8.39,2.18,202.58,12.23,,,,,,,,,,,,
275,2.88,BTM,BTM_26_06_2017_08_00_00,2017,26/06/2017,08:00:00,91.34,2.85,0.39,17.83,9.45,8.43,2.12,205.48,12.31,,,,,,,,,,,,
276,3.63,BTM,BTM_26_06_2017_12_00_00,2017,26/06/2017,12:00:00,79.07,2.1,0.18,20.25,10.12,9.46,1.8,209.25,14.07,,,,,,,,,,,,
277,4.37,BTM,BTM_26_06_2017_16_00_00,2017,26/06/2017,16:00:00,68.47,0.01,0.16,13.24,23.84,10.63,2.16,198.86,16.08,,,,,,,,,,,,
278,2.81,BTM,BTM_26_06_2017_20_00_00,2017,26/06/2017,20:00:00,79.23,4.15,0.06,14.14,19.52,8.33,1.75,213.97,12.13,,,,,,,,,,,,
279,2.67,BTM,BTM_27_06_2017_00_00_00,2017,27/06/2017,00:00:00,89.11,5.03,0.47,14.72,7.02,8.14,1.53,202.86,11.81,,,,,,,,,,,,
280,2.72,BTM,BTM_27_06_2017_04_00_00,2017,27/06/2017,04:00:00,94,5.7,0.27,12.49,8.92,8.2,1.82,199.98,11.92,,,,,,,,,,,,
281,2.9,BTM,BTM_27_06_2017_08_00_00,2017,27/06/2017,08:00:00,78.79,6.45,0.31,13.63,24.87,8.46,2,211.03,12.36,,,,,,,,,,,,
282,3.58,BTM,BTM_27_06_2017_12_00_00,2017,27/06/2017,12:00:00,55.22,6.54,0.33,15.38,27.84,9.42,2.11,207.88,14,,,,,,,,,,,,
283,3.85,BTM,BTM_27_06_2017_16_00_00,2017,27/06/2017,16:00:00,87.8,6.52,0.4,11.18,25.86,9.79,2.23,196.54,14.64,,,,,,,,,,,,
284,3.24,BTM,BTM_27_06_2017_20_00_00,2017,27/06/2017,20:00:00,85.65,4.45,0.01,9.18,18.46,8.93,2.05,190.76,13.17,,,,,,,,,,,,
285,3.01,BTM,BTM_28_06_2017_00_00_00,2017,28/06/2017,00:00:00,94,3.28,0.24,13.09,37.11,8.49,1.87,212.9,12.63,,,,,,,,,,,,
286,2.94,BTM,BTM_28_06_2017_04_00_00,2017,28/06/2017,04:00:00,94,0.35,0.23,13.21,23.7,8.51,2.16,200.65,12.45,,,,,,,,,,,,
287,3.47,BTM,BTM_28_06_2017_08_00_00,2017,28/06/2017,08:00:00,89.46,1.75,0.39,12.13,8.43,9.27,2.07,202.28,13.74,,,,,,,,,,,,
288,3.17,BTM,BTM_29_06_2017_04_00_00,2017,29/06/2017,04:00:00,94,3.9,0.09,8.5,14.54,9.06,1.52,221.94,13.38,,,,,,,,,,,,
289,3.84,BTM,BTM_29_06_2017_08_00_00,2017,29/06/2017,08:00:00,80.69,3.29,0.15,13.07,13.98,9.77,1.81,209.87,14.61,,,,,,,,,,,,
290,4.86,BTM,BTM_29_06_2017_12_00_00,2017,29/06/2017,12:00:00,57.01,,0.24,17.79,22.53,11.2,2.08,222.34,17.06,,,,,,,,,,,,
291,4.8,BTM,BTM_29_06_2017_16_00_00,2017,29/06/2017,16:00:00,56.68,,0.59,14.67,28.07,11.11,1.69,220.97,16.91,,,,,,,,,,,,
292,4.75,BTM,BTM_29_06_2017_20_00_00,2017,29/06/2017,20:00:00,74.15,2.46,0.17,10.69,26.07,11.05,1.52,225.88,16.79,,,,,,,,,,,,
293,3.67,BTM,BTM_30_06_2017_00_00_00,2017,30/06/2017,00:00:00,88.21,6.27,0.18,14.64,7.91,9.53,1.3,220.15,14.19,,,,,,,,,,,,
294,3.54,BTM,BTM_30_06_2017_04_00_00,2017,30/06/2017,04:00:00,93.23,3.68,0.25,13.1,7.05,9.32,1.42,208.89,13.9,,,,,,,,,,,,
295,3.54,BTM,BTM_30_06_2017_08_00_00,2017,30/06/2017,08:00:00,76.41,3.86,0.32,15.82,12.9,9.35,2.06,220.01,13.89,,,,,,,,,,,,
296,4.5,BTM,BTM_30_06_2017_12_00_00,2017,30/06/2017,12:00:00,59.34,4.11,1.26,18.54,28.92,10.7,2.2,229.24,16.19,,,,,,,,,,,,
297,4.41,BTM,BTM_30_06_2017_16_00_00,2017,30/06/2017,16:00:00,64,9.98,0.14,15.34,37.39,10.58,1.89,215.37,15.99,,,,,,,,,,,,
298,3.82,BTM,BTM_30_06_2017_20_00_00,2017,30/06/2017,20:00:00,85.93,12.23,0.19,10.95,29.3,9.75,1.21,206.12,14.58,,,,,,,,,,,,
299,3.86,BTM,BTM_01_07_2017_00_00_00,2017,01/07/2017,00:00:00,93.6,4.61,0.14,10.98,17.78,9.81,1.65,201.22,14.67,,,,,,,,,,,,
300,3.72,BTM,BTM_01_07_2017_04_00_00,2017,01/07/2017,04:00:00,94,2.7,0.25,8.96,10.31,9.61,1.59,204.82,14.33,,,,,,,,,,,,
301,3.75,BTM,BTM_01_07_2017_08_00_00,2017,01/07/2017,08:00:00,78.72,3.59,0.64,14.29,20.48,9.65,1.88,220.75,14.41,,,,,,,,,,,,
302,4.79,BTM,BTM_01_07_2017_12_00_00,2017,01/07/2017,12:00:00,56,,0.13,19.09,29.02,11.11,2.14,202.77,16.9,,,,,,,,,,,,
303,4.86,BTM,BTM_01_07_2017_16_00_00,2017,01/07/2017,16:00:00,55.12,0.09,0.25,15.68,36.72,11.24,1.87,210.58,17.13,,,,,,,,,,,,
304,3.75,BTM,BTM_01_07_2017_20_00_00,2017,01/07/2017,20:00:00,74.56,12.65,0.05,15.02,24.04,9.65,1.82,208.63,14.41,,,,,,,,,,,,
305,3.76,BTM,BTM_02_07_2017_00_00_00,2017,02/07/2017,00:00:00,91.17,8.31,0.25,11,15.32,9.67,1.56,199.78,14.42,,,,,,,,,,,,
306,3.76,BTM,BTM_02_07_2017_04_00_00,2017,02/07/2017,04:00:00,94,4.22,0.14,11.27,13.92,9.66,1.73,202.51,14.41,,,,,,,,,,,,
