id,NO,station,key,year,date,from_time,RH,SO2,CO,O3,PM25,NOX,WS,WD,NO2,CH4,NH3,BENZ,TOLU,TEMP,SR,AT,PM10,PRES,ETHYL,NMHC,THC
25678,1.83,SGHALLI,SGHALLI_02_02_2018_00_00_00,2018,02/02/2018,00:00:00,44.19,1.73,0.09,,,18.84,0.73,44.22,36.88,,,,,,21.36,20.37,53.34,,,,
25679,1.8,SGHALLI,SGHALLI_02_02_2018_04_00_00,2018,02/02/2018,04:00:00,43.69,1.65,0.4,,,19.3,0.72,38.07,37.99,,,,,,28.93,19.25,50.9,,,,
25680,2.04,SGHALLI,SGHALLI_02_02_2018_08_00_00,2018,02/02/2018,08:00:00,31.76,1.84,0.54,,,25.17,0.73,31.83,49.62,,,,,,431.72,24.27,63.37,,,,
25681,2.06,SGHALLI,SGHALLI_02_02_2018_12_00_00,2018,02/02/2018,12:00:00,26.5,1.51,0.36,,,14.44,0.75,26.45,36.12,,,,,,640.83,28.71,46.86,,,,
25682,2.11,SGHALLI,SGHALLI_02_02_2018_16_00_00,2018,02/02/2018,16:00:00,29.58,1.58,0.58,,,22.65,0.72,39.78,54.71,,,,,,147.36,27.67,60.96,,,,
25683,8.17,SGHALLI,SGHALLI_02_02_2018_20_00_00,2018,02/02/2018,20:00:00,39.2,2.37,0.89,,,37.76,0.69,42.28,68.19,,,,,,18.99,22.9,67.74,,,,
25684,3.74,SGHALLI,SGHALLI_03_02_2018_00_00_00,2018,03/02/2018,00:00:00,41.76,1.87,0.09,,,13.35,0.73,33.43,23.1,,,,,,21.22,20.08,46.54,,,,
25685,3.6,SGHALLI,SGHALLI_03_02_2018_04_00_00,2018,03/02/2018,04:00:00,38.52,1.81,0.36,,,13.61,0.73,27.95,23.8,,,,,,29.58,18.77,45.26,,,,
25686,5.31,SGHALLI,SGHALLI_03_02_2018_08_00_00,2018,03/02/2018,08:00:00,30.77,2.13,0.45,,,18.6,0.74,26.95,31.9,,,,,,439.73,22.86,63.35,,,,
25687,4.04,SGHALLI,SGHALLI_03_02_2018_12_00_00,2018,03/02/2018,12:00:00,27.02,1.82,0.35,,,13.19,0.74,28.23,22.39,,,,,,656.92,27.65,52.87,,,,
25688,5.49,SGHALLI,SGHALLI_03_02_2018_16_00_00,2018,03/02/2018,16:00:00,28.08,1.97,0.76,,,26.65,0.74,21.85,48.16,,,,,,155,27,58.71,,,,
25689,7.8,SGHALLI,SGHALLI_03_02_2018_20_00_00,2018,03/02/2018,20:00:00,41.68,2.01,0.62,,,38.71,0.73,29.38,69.99,,,,,,20.42,22.35,72.71,,,,
25690,3.55,SGHALLI,SGHALLI_04_02_2018_00_00_00,2018,04/02/2018,00:00:00,55.68,1.73,0.29,,,14.52,0.73,39.12,25.75,,,,,,21.63,19.11,58.74,,,,
25691,3.89,SGHALLI,SGHALLI_04_02_2018_04_00_00,2018,04/02/2018,04:00:00,66.07,1.78,0.33,,,13.29,0.73,41.05,22.78,,,,,,29.4,16.93,53.58,,,,
25692,4.92,SGHALLI,SGHALLI_04_02_2018_08_00_00,2018,04/02/2018,08:00:00,47.18,1.95,0.48,,,15.94,0.71,49.68,26.92,,,,,,446.05,21.72,54.88,,,,
25693,3.67,SGHALLI,SGHALLI_04_02_2018_12_00_00,2018,04/02/2018,12:00:00,26.27,1.67,0.37,,,11.64,0.67,62.54,19.67,,,,,,637.17,27.56,50.12,,,,
25694,4.34,SGHALLI,SGHALLI_04_02_2018_16_00_00,2018,04/02/2018,16:00:00,27.03,1.56,0.57,,,19.01,0.65,67.15,33.95,,,,,,158.45,27.1,54.1,,,,
25695,7.07,SGHALLI,SGHALLI_04_02_2018_20_00_00,2018,04/02/2018,20:00:00,45.75,1.74,0.54,,,28.5,0.7,64.75,49.98,,,,,,20.62,22.32,67.43,,,,
25696,3.08,SGHALLI,SGHALLI_05_02_2018_00_00_00,2018,05/02/2018,00:00:00,62.38,1.58,0.24,,,10.85,0.71,62.34,18.8,,,,,,21.57,19.09,40.02,,,,
25697,3.9,SGHALLI,SGHALLI_05_02_2018_04_00_00,2018,05/02/2018,04:00:00,72.1,1.56,0.36,,,13.64,0.72,56.13,23.36,,,,,,29.12,16.39,40.32,,,,
25698,6.27,SGHALLI,SGHALLI_05_02_2018_08_00_00,2018,05/02/2018,08:00:00,46.92,1.72,0.57,,,20.07,0.69,58.81,33.69,,,,,,444.95,21.82,60.5,,,,
25699,3.38,SGHALLI,SGHALLI_05_02_2018_12_00_00,2018,05/02/2018,12:00:00,24.21,1.55,0.36,,,14.62,0.74,28.54,26.15,,,,,,644.99,28.29,48.13,,,,
25700,6.46,SGHALLI,SGHALLI_05_02_2018_16_00_00,2018,05/02/2018,16:00:00,28.08,1.56,0.7,,,24.94,0.71,49.16,43.46,,,,,,157.28,27.89,50.27,,,,
25701,6.43,SGHALLI,SGHALLI_05_02_2018_20_00_00,2018,05/02/2018,20:00:00,52.64,1.68,0.44,,,25.63,0.68,69.95,44.91,,,,,,22.89,22.89,62.66,,,,
25702,2.83,SGHALLI,SGHALLI_06_02_2018_00_00_00,2018,06/02/2018,00:00:00,58.64,1.64,0.31,,,10.98,0.65,82.09,19.36,,,,,,27.54,20.98,47.58,,,,
25703,3.02,SGHALLI,SGHALLI_06_02_2018_04_00_00,2018,06/02/2018,04:00:00,73.15,1.62,0.48,,,15.45,0.63,103.78,28.3,,,,,,34.04,20.1,58.73,,,,
25704,6.62,SGHALLI,SGHALLI_06_02_2018_08_00_00,2018,06/02/2018,08:00:00,54.63,1.8,0.64,,,23.39,0.47,128.73,40.07,,,,,,410.57,25.17,71.13,,,,
25705,3.13,SGHALLI,SGHALLI_06_02_2018_12_00_00,2018,06/02/2018,12:00:00,40.31,1.73,0.3,,,11.01,0.39,131.08,19.05,,,,,,601.05,30.36,51.2,,,,
25706,6.41,SGHALLI,SGHALLI_06_02_2018_16_00_00,2018,06/02/2018,16:00:00,43.37,1.77,0.71,,,23.79,0.3,170.75,41.16,,,,,,99.95,28.83,59.34,,,,
25707,6.52,SGHALLI,SGHALLI_06_02_2018_20_00_00,2018,06/02/2018,20:00:00,50.83,1.95,0.42,,,20.61,0.31,238.63,34.51,,,,,,27.7,24.71,56.28,,,,
25708,3.86,SGHALLI,SGHALLI_07_02_2018_00_00_00,2018,07/02/2018,00:00:00,56.67,1.79,0.49,,,9.89,0.33,228.55,15.86,,,,,,29.37,22.17,35.67,,,,
25709,5.01,SGHALLI,SGHALLI_07_02_2018_04_00_00,2018,07/02/2018,04:00:00,56.95,1.75,0.48,,,14.19,0.33,221.02,23.23,,,,,,38.26,22.06,41.01,,,,
25710,7.6,SGHALLI,SGHALLI_07_02_2018_08_00_00,2018,07/02/2018,08:00:00,60.19,1.96,0.57,,,17.87,0.3,216.74,27.54,,,,,,292.75,24.82,59.6,,,,
25711,2.05,SGHALLI,SGHALLI_07_02_2018_12_00_00,2018,07/02/2018,12:00:00,52.21,1.75,0.37,,,9.36,0.29,188.98,17.03,,,,,,453.42,28.9,54.02,,,,
25712,3.56,SGHALLI,SGHALLI_07_02_2018_16_00_00,2018,07/02/2018,16:00:00,56.96,1.76,0.56,,,15.81,0.3,202.38,28.37,,,,,,63.64,25.44,66.97,,,,
25713,3.39,SGHALLI,SGHALLI_07_02_2018_20_00_00,2018,07/02/2018,20:00:00,65.68,1.85,0.34,,,13.63,0.36,226.73,24.1,,,,,,31.72,22.05,41.53,,,,
25714,1.44,SGHALLI,SGHALLI_08_02_2018_00_00_00,2018,08/02/2018,00:00:00,62.89,1.68,0.5,,,8.6,0.36,253.7,16.24,,,,,,31.33,21.91,26.54,,,,
25715,3.91,SGHALLI,SGHALLI_08_02_2018_04_00_00,2018,08/02/2018,04:00:00,55.87,1.66,0.38,,,12.57,0.37,260.5,21.28,,,,,,36.73,21.48,37.16,,,,
25716,7.66,SGHALLI,SGHALLI_08_02_2018_08_00_00,2018,08/02/2018,08:00:00,54.24,1.86,0.62,,,22.01,0.3,249.83,35.95,,,,,,270.2,23.52,43.2,,,,
25717,3.94,SGHALLI,SGHALLI_08_02_2018_12_00_00,2018,08/02/2018,12:00:00,45.6,1.81,0.36,,,14.54,0.23,197.37,25.28,,,,,,497.44,28.38,42.95,,,,
25718,9.82,SGHALLI,SGHALLI_08_02_2018_16_00_00,2018,08/02/2018,16:00:00,42.28,1.75,0.85,,,26,0.28,234.96,41.42,,,,,,91.37,27.39,41.59,,,,
25719,46.72,SGHALLI,SGHALLI_08_02_2018_20_00_00,2018,08/02/2018,20:00:00,48.9,2.6,1.47,,,68.13,0.37,281.96,81.67,,,,,,23.67,24.75,82.56,,,,
25720,8.27,SGHALLI,SGHALLI_09_02_2018_00_00_00,2018,09/02/2018,00:00:00,56.09,2.07,0.03,,,19.4,0.36,282.81,29.83,,,,,,21.55,23.16,48.05,,,,
25721,4.65,SGHALLI,SGHALLI_09_02_2018_04_00_00,2018,09/02/2018,04:00:00,60.33,1.98,0.42,,,16.25,0.43,247.18,27.9,,,,,,31.56,22.15,41.51,,,,
25722,4.1,SGHALLI,SGHALLI_09_02_2018_08_00_00,2018,09/02/2018,08:00:00,61.13,1.91,0.42,,,14.34,0.38,192.67,24.67,,,,,,423.97,26.02,53.89,,,,
25723,4.26,SGHALLI,SGHALLI_09_02_2018_12_00_00,2018,09/02/2018,12:00:00,44.51,1.82,0.42,,,13.87,0.31,216.61,23.5,,,,,,497.38,30.58,40.17,,,,
25724,5.48,SGHALLI,SGHALLI_09_02_2018_16_00_00,2018,09/02/2018,16:00:00,44.18,1.69,0.78,,,24.94,0.31,260.35,44.68,,,,,,33.88,27.74,58.24,,,,
25725,4.68,SGHALLI,SGHALLI_09_02_2018_20_00_00,2018,09/02/2018,20:00:00,70.2,1.75,0.5,,,19.61,0.43,135.91,34.75,,,,,,30.18,22.51,54.28,,,,
25726,4.93,SGHALLI,SGHALLI_10_02_2018_00_00_00,2018,10/02/2018,00:00:00,71.06,1.85,0.42,,,17.73,0.45,172.9,30.58,,,,,,25.43,22.26,32.48,,,,
25727,11.44,SGHALLI,SGHALLI_10_02_2018_04_00_00,2018,10/02/2018,04:00:00,71.03,2,0.68,,,23.44,0.69,207.9,34.15,,,,,,34.43,21.72,41.36,,,,
25728,8.95,SGHALLI,SGHALLI_10_02_2018_08_00_00,2018,10/02/2018,08:00:00,58.84,2.24,0.67,,,29.69,0.7,293.2,50.08,,,,,,343.53,25.6,56.19,,,,
25729,4.34,SGHALLI,SGHALLI_10_02_2018_12_00_00,2018,10/02/2018,12:00:00,42.34,1.96,0.18,,,13.66,0.32,227.66,22.98,,,,,,599.18,29.6,31.52,,,,
25730,5.32,SGHALLI,SGHALLI_10_02_2018_16_00_00,2018,10/02/2018,16:00:00,45.02,1.93,0.49,,,21.43,0.49,266.28,37.68,,,,,,147.7,28.71,46.63,,,,
25731,6.05,SGHALLI,SGHALLI_10_02_2018_20_00_00,2018,10/02/2018,20:00:00,46.87,1.93,0.4,,,21.64,0.48,150.39,37.21,,,,,,37.57,24.61,45.86,,,,
25732,4.18,SGHALLI,SGHALLI_11_02_2018_00_00_00,2018,11/02/2018,00:00:00,57.03,1.62,0.23,,,11.37,0.36,281.28,18.48,,,,,,21.76,22.03,33.38,,,,
25733,6.53,SGHALLI,SGHALLI_11_02_2018_04_00_00,2018,11/02/2018,04:00:00,75.21,1.59,0.45,,,16.08,0.4,266.88,25.21,,,,,,31.97,20.34,42.27,,,,
25734,9.64,SGHALLI,SGHALLI_11_02_2018_08_00_00,2018,11/02/2018,08:00:00,43.78,1.83,0.51,,,20.7,0.31,254.61,30.79,,,,,,449.23,25.85,59.28,,,,
25735,4.52,SGHALLI,SGHALLI_11_02_2018_12_00_00,2018,11/02/2018,12:00:00,42.01,1.83,0.31,,,12.4,0.26,180.23,20.17,,,,,,631.48,29.7,37.32,,,,
25736,4.63,SGHALLI,SGHALLI_11_02_2018_16_00_00,2018,11/02/2018,16:00:00,44.27,1.68,0.54,,,16.12,0.27,195.46,27.66,,,,,,158.84,28.38,48.01,,,,
25737,4.18,SGHALLI,SGHALLI_11_02_2018_20_00_00,2018,11/02/2018,20:00:00,52.16,1.79,0.32,,,16.75,0.31,245.65,29.02,,,,,,28.04,24.36,51.24,,,,
25738,3.51,SGHALLI,SGHALLI_02_12_2017_12_00_00,2017,02/12/2017,12:00:00,51.55,2.25,0.5,,,15.71,0.51,115.28,24.37,,,,,,227.68,22.76,42.13,,,,
25739,3.96,SGHALLI,SGHALLI_02_12_2017_16_00_00,2017,02/12/2017,16:00:00,58.22,2.28,0.55,,,17.83,0.56,114.17,27.7,,,,,,44.99,21.55,55.5,,,,
25740,3.4,SGHALLI,SGHALLI_02_12_2017_20_00_00,2017,02/12/2017,20:00:00,57.17,2.34,0.49,,,17.16,0.55,108.93,27.37,,,,,,25.03,20.99,53.09,,,,
25741,1.54,SGHALLI,SGHALLI_03_12_2017_00_00_00,2017,03/12/2017,00:00:00,79.32,1.95,0.22,,,4.86,0.48,103.94,7.22,,,,,,23,18.01,34.06,,,,
25742,2.14,SGHALLI,SGHALLI_03_12_2017_04_00_00,2017,03/12/2017,04:00:00,93.61,2.13,0.32,,,5.86,0.61,75.16,7.91,,,,,,38.98,19.96,41.03,,,,
25743,4.23,SGHALLI,SGHALLI_03_12_2017_08_00_00,2017,03/12/2017,08:00:00,55.19,2.21,0.47,,,10.76,0.64,54.78,13.98,,,,,,401.93,22.93,49.45,,,,
25744,9.9,SGHALLI,SGHALLI_03_12_2017_12_00_00,2017,03/12/2017,12:00:00,52.95,3.12,0.18,,,17.05,0.56,16.51,17.31,,,,,,486.51,25,37.71,,,,
25745,13.39,SGHALLI,SGHALLI_03_12_2017_16_00_00,2017,03/12/2017,16:00:00,51.65,3.84,0.28,,,22.8,0.52,15.84,22.84,,,,,,203.52,24.31,33.86,,,,
25746,7.52,SGHALLI,SGHALLI_03_12_2017_20_00_00,2017,03/12/2017,20:00:00,60.69,1.67,0.71,,,18.65,0.69,20.52,25.99,,,,,,33.55,21,42.79,,,,
25747,2.12,SGHALLI,SGHALLI_04_12_2017_00_00_00,2017,04/12/2017,00:00:00,50.42,NA,0.22,,,7.55,0.56,56.94,11.17,,,,,,29.48,18.48,34.39,,,,
25748,3.77,SGHALLI,SGHALLI_04_12_2017_04_00_00,2017,04/12/2017,04:00:00,58.83,NA,0.51,,,11.89,0.61,56.72,16.76,,,,,,43.39,20.1,35.84,,,,
25749,8.21,SGHALLI,SGHALLI_04_12_2017_08_00_00,2017,04/12/2017,08:00:00,49.12,NA,0.65,,,22.16,0.39,112.65,29.33,,,,,,271.76,22.47,46.61,,,,
25750,4.51,SGHALLI,SGHALLI_04_12_2017_12_00_00,2017,04/12/2017,12:00:00,51.27,NA,0.61,,,21.37,0.4,121.11,33.41,,,,,,461.16,25.94,55.47,,,,
25751,12.56,SGHALLI,SGHALLI_04_12_2017_16_00_00,2017,04/12/2017,16:00:00,51.02,NA,0.81,,,33.53,0.35,182.15,44.14,,,,,,77.01,24.86,63.49,,,,
25752,12.79,SGHALLI,SGHALLI_04_12_2017_20_00_00,2017,04/12/2017,20:00:00,51.47,1.08,0.44,,,30.86,0.38,159.95,38.8,,,,,,28.58,22.15,52.83,,,,
25753,2.65,SGHALLI,SGHALLI_05_12_2017_00_00_00,2017,05/12/2017,00:00:00,49.37,NA,0.18,,,9.33,0.37,105.92,13.68,,,,,,28.33,17.89,27.1,,,,
25754,5.7,SGHALLI,SGHALLI_05_12_2017_04_00_00,2017,05/12/2017,04:00:00,52.03,NA,0.43,,,17.06,0.46,111.64,23.51,,,,,,49.39,20.9,41.31,,,,
25755,8.06,SGHALLI,SGHALLI_05_12_2017_08_00_00,2017,05/12/2017,08:00:00,50.92,1.04,0.69,,,23.18,0.42,129.01,31.49,,,,,,180.9,22.3,57.63,,,,
